Object ID,Title,Artist,Artist Bio,Date,Medium,Dimensions,Department,Classification,Repository,Credit Line,Public Domain,Object URL,Image URL,Tags,Artist Wikidata,Object Wikidata
437112,Bouquet of Sunflowers,Claude Monet,"French, Paris 1840–1926 Giverny",1881,Oil on canvas,39 3/4 x 32 in. (101 x 81.3 cm),European Paintings,Paintings,"Metropolitan Museum of Art, New York, NY","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",False,https://www.metmuseum.org/art/collection/search/437112,,"Sunflowers, Still Life",https://www.wikidata.org/wiki/Q296,https://www.wikidata.org/wiki/Q19905274
